Date	Agricultural Tasks	Agricultural Crops	Precipitation (mm)	Air Temperature (°C)	Relative Humidity (%)	Atmospheric Pressure (hPa)	Wind Speed (km/h)	Cloud Cover (%)	Sunshine Duration (h)	Visibility (m)
2020-01-01	Prick	Coffee	1792.8149999021343	-50.696219514152965	54.338458765322464	1051.9006516205934	209.5526842921009	89.19143683713257	22.6310158154371	2022.2046056661336
2020-01-02	Harvest	Cocoyam	93.47685613163146	-86.99214742093929	58.020924465480824	1059.1138938549184	280.3672609256071	72.43809655711999	5.701047782444094	91207.89672677281
2020-01-03	Sow	Tomatoes	675.9805078550085	13.492430509692255	41.32052019932592	1031.0099158632127	207.95670393949374	61.25103924659775	7.620001871817821	37817.369383179954
2020-01-04	Irrigate	Cocoyam	1294.5977059712304	-82.97961985996201	45.32522144240328	870.0012577924413	72.08745653713123	37.52302370424633	7.660761603334191	37481.093008111544
2020-01-05	Sow	Cocoyam	1246.5288185368024	12.510139077569889	35.14863467503152	882.1673973324259	115.25733631427627	84.75133376366051	4.9495841274183014	45604.157501232236
2020-01-06	Harvest	Peanuts	740.3984188742298	-82.96515263909095	78.10967918538663	876.2953249606292	84.67088956988526	41.08947574183863	16.29365642547155	80486.61213073495
2020-01-07	Hoe	Cacao	883.8480626122279	-72.75986450572289	78.44011220614078	972.562765041108	294.2844508853448	45.16995427699161	4.677151386938708	97018.89096132942
2020-01-08	Hoe	Coffee	1744.455462366647	33.2256450340833	60.56946193430374	987.9174726866531	105.85995278481454	19.43096612362932	7.6403157759104925	65089.232685011986
2020-01-09	Prune	Plantain	1601.7647383483225	-29.741852718250385	94.30012004662639	977.9540974007123	221.07832427791695	11.484168683711038	20.04735306197919	82647.53264250551
2020-01-10	Prune	Cacao	1194.9444942165778	52.276655352534945	43.69027585251843	943.4151370134429	198.75308616009323	47.97728202719431	9.861763396175386	73572.41693994816
2020-01-11	Prune	Tomatoes	798.2668748723913	-40.93602961705756	59.272378657989655	1004.9695301644111	252.9584801851761	35.680199638007515	9.445802337845757	98459.12021348425
2020-01-12	Prick	Peanuts	1122.4572764358513	-14.352101972271157	74.8029444336563	972.6599912580091	161.13105980133844	49.85395860948799	12.997173643241435	76849.60680871944
2020-01-13	Sow	Cocoyam	507.29042229766463	7.402505596779704	30.751900870501082	875.2864485194564	169.93088380659728	33.174176824928495	11.56445579380942	14299.101481053744
2020-01-14	Prick	Cacao	805.5397371494583	56.50898870651504	68.29350132687544	1030.3646304620083	58.89060844467006	40.53193213405357	22.290197262016456	49487.34428833819
2020-01-15	Sow	Beans	1349.3542346825934	29.132086147675167	83.90441005510961	946.4636025752435	279.7530553553855	35.49313373830007	21.752424892058276	93475.02272075682
2020-01-16	Prune	Peanuts	1160.4927987004394	7.964076330987851	2.0703413602633502	1025.783314851065	6.611282700096977	40.21440345973259	10.830570580480723	35065.17680517581
2020-01-17	Harvest	Peanuts	123.19158168585957	4.48683216787407	30.520894647980988	1075.671099725275	243.0314054445449	84.53226749145362	21.447362624180705	47926.40043793065
2020-01-18	Irrigate	Peanuts	1695.9648057148277	-68.12891567688104	73.5454203213215	894.610331682076	183.61071585176535	41.405925314754	18.22145109290382	56710.522722078436
2020-01-19	Irrigate	Cocoyam	1057.920940298933	2.355212807687778	42.52792080715378	877.0283099858469	201.93998861881568	91.3557104285658	8.34772096346801	82111.22323459173
2020-01-20	Irrigate	Peanuts	1385.9362691228528	-59.2463954967499	28.08631640853516	937.3849986110217	258.43603187272157	82.93518392923032	23.93443344756289	44043.043097732494
2020-01-21	Prune	Coffee	1638.2605690098417	37.74751473352741	64.87811615440441	920.5808274010354	68.85595061887832	67.11406499327948	6.245598860660281	43618.88197688045
2020-01-22	Harvest	Cocoyam	1664.5564590693457	19.514413417900755	32.33049617797478	887.4709775221922	125.14290367190246	89.5399570569889	20.030776726645385	74968.32996001684
2020-01-23	Irrigate	Cocoyam	1453.7270493164465	-51.71569156454872	27.739217881967537	890.8328311866119	18.592296140740828	65.38389758085863	23.153642738211786	32257.010014440122
2020-01-24	Prune	Coffee	170.94431385418662	36.830420601445326	33.88199495641757	936.6144568002921	45.64852617812723	43.787712723678226	5.094144808562569	97531.39530522522
2020-01-25	Sow	Plantain	553.4469454565533	10.219913611156983	88.34205703487619	1054.8465444118099	258.00707820620954	65.33589216975216	2.488703962813557	9193.863469637998
2020-01-26	Prune	Coffee	962.5691033022807	-27.933873590575267	95.29821937575021	1035.5463275498607	88.1458805821243	95.16931274573383	17.112016098373044	47853.842503434615
2020-01-27	Prick	Cocoyam	344.7494666565913	1.67910521742904	48.363290815231544	1000.4499040222979	195.95723404640881	15.537298424781532	1.2151142330235025	22586.17995105171
2020-01-28	Prune	Cocoyam	1556.1201069709475	39.98080154593349	69.94168782448504	952.3359339524205	103.60716036211042	35.422881517077485	18.83650117823845	10713.77450178409
2020-01-29	Sow	Cassava	1210.5597601971144	14.309706610039868	60.82883245784604	1042.2234889181439	196.637721537079	2.2558839810773224	14.841891189984032	80983.07013064066
2020-01-30	Hoe	Coffee	1155.9473821009797	43.648089750613295	98.3334485521874	1067.280330752658	46.114605833758205	63.183563887937545	7.615055375600315	85405.4086718674
2020-01-31	Prick	Cacao	1225.1596218337538	8.55196093117354	81.93733402633447	902.3570529679403	198.22572432471196	43.67992118856312	22.48757252407352	65508.03898073142
2020-02-01	Sow	Plantain	1508.3285362734186	33.18611960601308	34.107005923600234	1053.424842485052	39.78867160978559	93.96935325431731	1.7817900903189692	5380.495810284491
2020-02-02	Prick	Plantain	438.4404494377646	-34.45072752873354	74.87585718070319	984.6155101238203	15.87779563187265	19.97175060895223	0.7094863876374493	19319.88487478825
2020-02-03	Harvest	Tomatoes	1052.5077698176842	-88.15435822758073	94.30324223672008	960.2174632679076	213.17918700847355	56.19653428580392	2.7599859707637338	75267.97683356333
2020-02-04	Sow	Cocoyam	841.686048284464	-26.117619909980633	51.9494071938042	889.6260452712902	271.8580834976208	74.97442002805876	1.0631553845017896	56324.86101243243
2020-02-05	Fertilize	Cacao	921.8068141583929	9.901676012516361	8.040442494626332	1052.706734858812	36.09131259353635	92.68187064483907	4.778981877696851	92730.429583747
2020-02-06	Harvest	Peanuts	1452.1632522250934	-32.0754259828854	35.856471850652675	896.1920813187212	146.1554122541979	78.2464265782868	18.759849172709824	75332.31735691195
2020-02-07	Prick	Peanuts	1191.1153115190941	-29.625281033551076	53.32877111018575	1083.5729401499532	244.4195431371803	35.2637354245166	15.107855767559938	72985.1428894049
2020-02-08	Sow	Peanuts	1460.6790695218401	46.22999291738178	96.57019240758403	1062.7047250317553	17.888710679117835	56.51184230917057	22.58651037273308	97598.28968149681
2020-02-09	Prune	Tomatoes	410.6867958666938	-14.775284733963915	0.0048073452123431615	891.955321570434	205.83888844886008	51.42807031557262	3.2836114482024747	25097.290472616296
2020-02-10	Sow	Plantain	326.051305485255	-52.933013739290004	15.293911094097723	891.5135457539734	247.36485968426527	41.35919501988726	6.6918258669423585	4231.040386371765
2020-02-11	Prick	Coffee	1382.6457329421848	27.987151455965673	32.25914763208985	1075.850677104312	50.76135852866077	30.32938971470478	3.5324448686161265	62022.747938178516
2020-02-12	Hoe	Coffee	1331.185430034113	-56.77498634566266	55.47640548489752	916.326255026029	114.02378901861464	2.622824230616494	14.226092076987488	59596.78212516291
2020-02-13	Prune	Peanuts	1403.4569880611589	-31.256963269559755	4.7895919567403356	968.2873797602169	94.62561957031679	64.95665972904179	15.069375134071493	79697.53289502245
2020-02-14	Weed	Cassava	1099.7881531221822	10.048923532085468	55.35503883261491	984.1146206537769	42.27302664341877	74.49116778740779	23.8762021183925	99484.3962393487
2020-02-15	Irrigate	Peanuts	606.0500742253422	-9.133467576651682	88.70905828473505	905.0795552919473	85.65246415046434	42.97862698694524	11.247984191049694	67313.2930375875
2020-02-16	Sow	Coffee	949.7969552924726	-39.39893307978697	90.11560426494853	1028.1891954955404	126.51276135069833	77.90513127395118	3.348001511981856	78114.62696904791
2020-02-17	Irrigate	Tomatoes	692.3254628635607	14.86360333040281	90.80797250331425	928.1808282891301	38.95234985811983	1.2115885258742076	20.24315966483053	11131.632929797452
2020-02-18	Prick	Peanuts	731.00603234012	-17.898672263463595	81.16102095291743	1047.7172990909874	126.89939363478024	27.24601828230846	19.79256336128067	73687.54730508583
2020-02-19	Prick	Coffee	279.9356472117254	-14.666005434534569	71.55083256214452	893.778655386063	89.7669712510954	57.13951365597031	1.3855095431905378	96156.99542322519
2020-02-20	Sow	Tomatoes	26.956878261923123	19.975326249260803	37.864271554133175	1080.1406812783086	226.43549240713634	58.17090472098153	11.123306806145767	25515.000417809042
2020-02-21	Harvest	Cacao	642.1606942940607	-20.799763281177164	0.620631132547178	969.8046191271018	254.4513205664644	41.65128903174369	22.80334747582885	93537.45738107567
2020-02-22	Sow	Tomatoes	391.63699902121647	14.366670564138161	77.49431976125864	921.6866240215321	266.06317499858034	38.28240808685587	19.624880702422335	23169.615483319893
2020-02-23	Harvest	Peanuts	767.3520049245103	14.711093797410442	82.59672250060662	947.2662212640599	226.7632848018051	57.64960556973235	22.590745154872227	15907.3520027591
2020-02-24	Prune	Coffee	578.0865647396826	17.836067049736855	81.02084342820936	1073.0812422135652	296.3799494498344	62.773218994262194	1.470388873544902	89735.84380033868
2020-02-25	Prune	Coffee	399.73412237517704	-15.897240681251702	96.72457547510605	942.7174277644768	85.502409550182	72.34386302172098	1.8747800454738766	1482.8558539089597
2020-02-26	Prune	Coffee	898.2067511318859	45.92408089233017	73.57986918518004	873.6693661071592	192.45340585427866	41.63448108822598	19.34026665899097	77142.74184381805
2020-02-27	Prick	Plantain	755.3715615450052	-32.6743037587698	66.28938270066487	900.2604048242513	6.332490438178084	7.2047450304980165	0.28425562969594775	36246.19434546731
2020-02-28	Hoe	Peanuts	1361.0390063364073	-57.85380317122154	86.25576784316567	1001.9218194914872	7.785822758159878	17.747219717446537	7.555570632505502	77482.36614110634
2020-02-29	Harvest	Tomatoes	774.3197519352065	13.544587648323201	15.795472006719113	886.6578231808334	232.95985083504252	21.358524557415194	21.143129371626898	77120.68722644348
2020-03-01	Sow	Plantain	1157.8328237746616	53.99390971725238	95.93483445813014	931.012043388491	165.04609463493978	45.782910432559966	21.416141736116916	73072.15819696536
2020-03-02	Harvest	Cacao	672.7216636442894	-35.189452832516444	85.27022695865466	995.3298275776262	29.195306048642145	65.16656067469336	4.293000572395822	40844.38642942846
2020-03-03	Irrigate	Plantain	1154.3958843372818	19.996744564182777	29.211216109864026	1082.7637820744276	121.57449849023968	59.42897245709516	3.031738286978971	58309.296852993284
2020-03-04	Harvest	Peanuts	772.0480311682901	53.41977308809173	15.011138291526827	939.8856437489912	233.75077943286735	62.36228673816531	20.66148009898906	99137.78607258
2020-03-05	Prune	Cassava	146.49741689786833	-45.32302166530109	97.79975298768153	909.9278871054388	217.42825771057792	21.305058232571138	1.022848407293016	63383.95907079386
2020-03-06	Prune	Peanuts	863.594097088383	-81.8791335065945	26.19902347277564	1083.4118353785882	69.19659712575965	78.4218201157864	9.49838686295115	58969.99129007641
2020-03-07	Harvest	Plantain	434.6319113811664	46.19628455751625	73.09401328475396	1047.8220881852387	191.63884318941825	35.85444018642101	9.10223324843174	50320.57791974652
2020-03-08	Prick	Tomatoes	638.086713645591	-76.01439788885752	39.535329717077374	928.4686738167677	119.68062033993104	77.23817833942908	4.412549040839221	51831.92337586009
2020-03-09	Irrigate	Peanuts	762.5403919419784	47.10388596279499	43.504056088503106	985.141510400694	270.47327077050886	92.06867907068445	20.817776980205075	61666.4276157773
2020-03-10	Sow	Coffee	330.8702838166203	-4.310533030777478	83.98062870118206	901.8285905946234	211.79107433483694	76.2546474722908	15.191581514921905	31877.969681880037
2020-03-11	Prune	Cocoyam	1091.795633709241	-6.578007896272993	17.578969469941175	892.8929470832041	258.7153273618329	64.32676879364679	22.961957592634345	11388.119283164588
2020-03-12	Weed	Coffee	231.45344102306078	-30.408993150036373	47.31948106508541	988.9465215606567	153.59805892703432	27.374334255855725	20.712310243502053	65971.09856258855
2020-03-13	Prune	Peanuts	13.32487963109672	24.603274040309415	68.69091917285797	892.4217588613546	108.05346672119506	7.316841087347936	10.47655262248481	40092.63499259867
